param,value,seed,total_cost,total_emission,service_level,total_reward,total_generated
passability,0.05,1000,9823.703399999999,11365.204079990064,0.011486868924488976,-375.20681613792823,122314.50725654257
passability,0.05,1001,7444.8508999999995,8375.860849158347,0.011104674230737629,-350.03839270981257,115889.92940981299
passability,0.05,1002,9715.5677,11712.636123984983,0.01005820792823118,-363.5066524534604,121390.63958750921
passability,0.05,1003,6930.4264,7529.9202203043915,0.012021722966876928,-380.3189051848483,121472.66039881845
passability,0.05,1004,4656.366399999999,4993.980648008852,0.008202964960916888,-365.3220904939419,119247.27183371336
passability,0.05,1005,8060.9304,9813.391330475082,0.0075420185169250455,-380.4726973660527,118377.50001691746
passability,0.05,1006,7577.0144,8400.292920304391,0.012196525393826898,-383.90559221227625,119731.6960536226
passability,0.05,1007,6199.6399,6418.285209990065,0.012567472968977873,-352.2785126367376,111797.3928320471
passability,0.05,1008,6003.106899999999,6519.556433282857,0.009609112403282516,-375.6272931861205,121976.01020219864
passability,0.05,1009,5999.843900000001,6438.152998887117,0.011199303039552638,-366.1256727647004,120346.87330679408
passability,0.05,1010,3815.8123000000005,3934.806129206789,0.008444655439515792,-374.0550464596267,121736.74956467957
passability,0.05,1011,8175.6374000000005,9373.39897728344,0.010741722444174035,-377.37213158627304,119805.73128821873
passability,0.05,1012,7435.814900000001,8362.372520718378,0.011378036888454846,-376.3274057941245,121331.65166183627
passability,0.05,1013,7086.0464,7884.9315509402595,0.011095093601384881,-369.59147705031353,124425.80999707055
passability,0.05,1014,6930.4264,7529.9202203043915,0.012139678060614823,-367.5787888394563,120292.37217596815
passability,0.05,1015,7608.753900000001,9276.568875603216,0.008717644447873015,-387.8941246225771,122303.22791153128
passability,0.05,1016,6347.2279,6958.534366031765,0.00918859863752154,-374.09527903877256,120027.17020829834
passability,0.05,1017,7499.1803,8175.068849990064,0.0116886546466731,-368.2513957595903,120202.94506852416
passability,0.05,1018,7764.396100000001,8892.88116322101,0.010391803035521218,-383.6016444608996,121047.83861616734
