param,value,seed,total_cost,total_emission,service_level,total_reward,total_generated
passability,0.05,1019,8791.591400000001,10070.447520304393,0.011688235150223783,-386.55174784098506,124938.50890196636
passability,0.05,1020,7864.2719,8690.541049990064,0.0115858906188044,-380.5905078709439,121269.11591402545
passability,0.05,1021,7444.8508999999995,8375.860849158347,0.010561035772514714,-373.64590604078165,121855.46384271893
passability,0.05,1022,13240.6111,16647.387392259283,0.009242885362073551,-384.2210308770806,124842.08761995954
passability,0.05,1023,7804.965300000001,9219.731085238094,0.009934161137338606,-370.0758585116658,120784.83920036702
passability,0.05,1024,6314.4724,7318.990455866165,0.008070769245862818,-365.32686064345455,121489.08183483289
passability,0.05,1025,6050.9103000000005,6490.744758824493,0.011356662573855059,-372.9175105180807,118679.32988765532
passability,0.05,1026,11889.517999999998,14172.026959990066,0.011049610264433204,-378.6389001972014,127154.7754893724
passability,0.05,1027,11902.0436,14322.215836750347,0.010644690781118606,-376.3984698379003,124852.84351920431
passability,0.05,1028,5583.6858999999995,6013.829977741073,0.009588566952724408,-381.84184951737956,122480.27793630234
passability,0.05,1029,7611.7659,9484.978958849086,0.0074986486996349725,-394.72812288268346,125865.99871751
passability,0.1,1000,9823.703399999999,11365.204079990064,0.011486868924488976,-375.20681613792823,122314.50725654257
passability,0.1,1001,7444.8508999999995,8375.860849158347,0.011104674230737629,-350.03839270981257,115889.92940981299
passability,0.1,1002,9715.5677,11712.636123984983,0.01005820792823118,-363.5066524534604,121390.63958750921
passability,0.1,1003,6930.4264,7529.9202203043915,0.012021722966876928,-380.3189051848483,121472.66039881845
passability,0.1,1004,4656.366399999999,4993.980648008852,0.008202964960916888,-365.3220904939419,119247.27183371336
passability,0.1,1005,8060.9304,9813.391330475082,0.0075420185169250455,-380.4726973660527,118377.50001691746
passability,0.1,1006,7577.0144,8400.292920304391,0.012196525393826898,-383.90559221227625,119731.6960536226
passability,0.1,1007,6199.6399,6418.285209990065,0.012567472968977873,-352.2785126367376,111797.3928320471
passability,0.1,1008,6003.106899999999,6519.556433282857,0.009609112403282516,-375.6272931861205,121976.01020219864
passability,0.1,1009,5999.843900000001,6438.152998887117,0.011199303039552638,-366.1256727647004,120346.87330679408
passability,0.1,1010,3815.8123000000005,3934.806129206789,0.008444655439515792,-374.0550464596267,121736.74956467957
passability,0.1,1011,8175.6374000000005,9373.39897728344,0.010741722444174035,-377.37213158627304,119805.73128821873
passability,0.1,1012,7435.814900000001,8362.372520718378,0.011378036888454846,-376.3274057941245,121331.65166183627
passability,0.1,1013,7086.0464,7884.9315509402595,0.011095093601384881,-369.59147705031353,124425.80999707055
passability,0.1,1014,6930.4264,7529.9202203043915,0.012139678060614823,-367.5787888394563,120292.37217596815
passability,0.1,1015,7608.753900000001,9276.568875603216,0.008717644447873015,-387.8941246225771,122303.22791153128
passability,0.1,1016,6347.2279,6958.534366031765,0.00918859863752154,-374.09527903877256,120027.17020829834
passability,0.1,1017,7499.1803,8175.068849990064,0.0116886546466731,-368.2513957595903,120202.94506852416
passability,0.1,1018,7764.396100000001,8892.88116322101,0.010391803035521218,-383.6016444608996,121047.83861616734
passability,0.1,1019,8791.591400000001,10070.447520304393,0.011688235150223783,-386.55174784098506,124938.50890196636
passability,0.1,1020,7864.2719,8690.541049990064,0.0115858906188044,-380.5905078709439,121269.11591402545
passability,0.1,1021,7444.8508999999995,8375.860849158347,0.010561035772514714,-373.64590604078165,121855.46384271893
passability,0.1,1022,13240.6111,16647.387392259283,0.009242885362073551,-384.2210308770806,124842.08761995954
passability,0.1,1023,7804.965300000001,9219.731085238094,0.009934161137338606,-370.0758585116658,120784.83920036702
passability,0.1,1024,6314.4724,7318.990455866165,0.008070769245862818,-365.32686064345455,121489.08183483289
passability,0.1,1025,6050.9103000000005,6490.744758824493,0.011356662573855059,-372.9175105180807,118679.32988765532
passability,0.1,1026,11889.517999999998,14172.026959990066,0.011049610264433204,-378.6389001972014,127154.7754893724
passability,0.1,1027,11902.0436,14322.215836750347,0.010644690781118606,-376.3984698379003,124852.84351920431
passability,0.1,1028,5583.6858999999995,6013.829977741073,0.009588566952724408,-381.84184951737956,122480.27793630234
passability,0.1,1029,7611.7659,9484.978958849086,0.0074986486996349725,-394.72812288268346,125865.99871751
passability,0.15,1000,9823.703399999999,11365.204079990064,0.011486868924488976,-375.20681613792823,122314.50725654257
passability,0.15,1001,7444.8508999999995,8375.860849158347,0.011104674230737629,-350.03839270981257,115889.92940981299
passability,0.15,1002,9715.5677,11712.636123984983,0.01005820792823118,-363.5066524534604,121390.63958750921
passability,0.15,1003,6930.4264,7529.9202203043915,0.012021722966876928,-380.3189051848483,121472.66039881845
passability,0.15,1004,4656.366399999999,4993.980648008852,0.008202964960916888,-365.3220904939419,119247.27183371336
passability,0.15,1005,8060.9304,9813.391330475082,0.0075420185169250455,-380.4726973660527,118377.50001691746
passability,0.15,1006,7577.0144,8400.292920304391,0.012196525393826898,-383.90559221227625,119731.6960536226
passability,0.15,1007,6199.6399,6418.285209990065,0.012567472968977873,-352.2785126367376,111797.3928320471
passability,0.15,1008,6003.106899999999,6519.556433282857,0.009609112403282516,-375.6272931861205,121976.01020219864
passability,0.15,1009,5999.843900000001,6438.152998887117,0.011199303039552638,-366.1256727647004,120346.87330679408
passability,0.15,1010,3815.8123000000005,3934.806129206789,0.008444655439515792,-374.0550464596267,121736.74956467957
passability,0.15,1011,8175.6374000000005,9373.39897728344,0.010741722444174035,-377.37213158627304,119805.73128821873
passability,0.15,1012,7435.814900000001,8362.372520718378,0.011378036888454846,-376.3274057941245,121331.65166183627
passability,0.15,1013,7086.0464,7884.9315509402595,0.011095093601384881,-369.59147705031353,124425.80999707055
passability,0.15,1014,6930.4264,7529.9202203043915,0.012139678060614823,-367.5787888394563,120292.37217596815
passability,0.15,1015,7608.753900000001,9276.568875603216,0.008717644447873015,-387.8941246225771,122303.22791153128
passability,0.15,1016,6347.2279,6958.534366031765,0.00918859863752154,-374.09527903877256,120027.17020829834
passability,0.15,1017,7499.1803,8175.068849990064,0.0116886546466731,-368.2513957595903,120202.94506852416
passability,0.15,1018,7764.396100000001,8892.88116322101,0.010391803035521218,-383.6016444608996,121047.83861616734
passability,0.15,1019,8791.591400000001,10070.447520304393,0.011688235150223783,-386.55174784098506,124938.50890196636
passability,0.15,1020,7864.2719,8690.541049990064,0.0115858906188044,-380.5905078709439,121269.11591402545
passability,0.15,1021,7444.8508999999995,8375.860849158347,0.010561035772514714,-373.64590604078165,121855.46384271893
passability,0.15,1022,13240.6111,16647.387392259283,0.009242885362073551,-384.2210308770806,124842.08761995954
passability,0.15,1023,7804.965300000001,9219.731085238094,0.009934161137338606,-370.0758585116658,120784.83920036702
passability,0.15,1024,6314.4724,7318.990455866165,0.008070769245862818,-365.32686064345455,121489.08183483289
passability,0.15,1025,6050.9103000000005,6490.744758824493,0.011356662573855059,-372.9175105180807,118679.32988765532
passability,0.15,1026,11889.517999999998,14172.026959990066,0.011049610264433204,-378.6389001972014,127154.7754893724
passability,0.15,1027,11902.0436,14322.215836750347,0.010644690781118606,-376.3984698379003,124852.84351920431
passability,0.15,1028,5583.6858999999995,6013.829977741073,0.009588566952724408,-381.84184951737956,122480.27793630234
passability,0.15,1029,7611.7659,9484.978958849086,0.0074986486996349725,-394.72812288268346,125865.99871751
passability,0.2,1000,9823.703399999999,11365.204079990064,0.011486868924488976,-375.20681613792823,122314.50725654257
passability,0.2,1001,7444.8508999999995,8375.860849158347,0.011104674230737629,-350.03839270981257,115889.92940981299
passability,0.2,1002,9715.5677,11712.636123984983,0.01005820792823118,-363.5066524534604,121390.63958750921
passability,0.2,1003,6930.4264,7529.9202203043915,0.012021722966876928,-380.3189051848483,121472.66039881845
passability,0.2,1004,4656.366399999999,4993.980648008852,0.008202964960916888,-365.3220904939419,119247.27183371336
passability,0.2,1005,8060.9304,9813.391330475082,0.0075420185169250455,-380.4726973660527,118377.50001691746
passability,0.2,1006,7577.0144,8400.292920304391,0.012196525393826898,-383.90559221227625,119731.6960536226
passability,0.2,1007,6199.6399,6418.285209990065,0.012567472968977873,-352.2785126367376,111797.3928320471
passability,0.2,1008,6003.106899999999,6519.556433282857,0.009609112403282516,-375.6272931861205,121976.01020219864
passability,0.2,1009,5999.843900000001,6438.152998887117,0.011199303039552638,-366.1256727647004,120346.87330679408
passability,0.2,1010,3815.8123000000005,3934.806129206789,0.008444655439515792,-374.0550464596267,121736.74956467957
passability,0.2,1011,8175.6374000000005,9373.39897728344,0.010741722444174035,-377.37213158627304,119805.73128821873
passability,0.2,1012,7435.814900000001,8362.372520718378,0.011378036888454846,-376.3274057941245,121331.65166183627
passability,0.2,1013,7086.0464,7884.9315509402595,0.011095093601384881,-369.59147705031353,124425.80999707055
passability,0.2,1014,6930.4264,7529.9202203043915,0.012139678060614823,-367.5787888394563,120292.37217596815
passability,0.2,1015,7608.753900000001,9276.568875603216,0.008717644447873015,-387.8941246225771,122303.22791153128
passability,0.2,1016,6347.2279,6958.534366031765,0.00918859863752154,-374.09527903877256,120027.17020829834
passability,0.2,1017,7499.1803,8175.068849990064,0.0116886546466731,-368.2513957595903,120202.94506852416
passability,0.2,1018,7764.396100000001,8892.88116322101,0.010391803035521218,-383.6016444608996,121047.83861616734
passability,0.2,1019,8791.591400000001,10070.447520304393,0.011688235150223783,-386.55174784098506,124938.50890196636
passability,0.2,1020,7864.2719,8690.541049990064,0.0115858906188044,-380.5905078709439,121269.11591402545
passability,0.2,1021,7444.8508999999995,8375.860849158347,0.010561035772514714,-373.64590604078165,121855.46384271893
passability,0.2,1022,13240.6111,16647.387392259283,0.009242885362073551,-384.2210308770806,124842.08761995954
passability,0.2,1023,7804.965300000001,9219.731085238094,0.009934161137338606,-370.0758585116658,120784.83920036702
passability,0.2,1024,6314.4724,7318.990455866165,0.008070769245862818,-365.32686064345455,121489.08183483289
passability,0.2,1025,6050.9103000000005,6490.744758824493,0.011356662573855059,-372.9175105180807,118679.32988765532
passability,0.2,1026,11889.517999999998,14172.026959990066,0.011049610264433204,-378.6389001972014,127154.7754893724
passability,0.2,1027,11902.0436,14322.215836750347,0.010644690781118606,-376.3984698379003,124852.84351920431
passability,0.2,1028,5583.6858999999995,6013.829977741073,0.009588566952724408,-381.84184951737956,122480.27793630234
passability,0.2,1029,7611.7659,9484.978958849086,0.0074986486996349725,-394.72812288268346,125865.99871751
passability,0.5,1000,9799.186599999999,11343.48845948548,0.011643023745600632,-374.61430927736495,122314.50725654257
passability,0.5,1001,7444.8508999999995,8375.860849158347,0.011104674230737629,-350.03839270981257,115889.92940981299
passability,0.5,1002,9715.5677,11712.636123984983,0.01005820792823118,-363.5066524534604,121390.63958750921
passability,0.5,1003,6930.4264,7529.9202203043915,0.012021722966876928,-380.3189051848483,121472.66039881845
passability,0.5,1004,6752.525600000001,7477.843231265102,0.011627309243407557,-354.6287375183228,119247.27183371336
passability,0.5,1005,8060.9304,9813.391330475082,0.0075420185169250455,-380.4726973660527,118377.50001691746
passability,0.5,1006,7970.3194,8634.839841644742,0.012196525393826898,-381.2308868699964,119731.6960536226
passability,0.5,1007,6199.6399,6418.285209990065,0.012567472968977873,-352.2785126367376,111797.3928320471
passability,0.5,1008,6003.106899999999,6519.556433282857,0.009609112403282516,-375.6272931861205,121976.01020219864
passability,0.5,1009,5999.843900000001,6438.152998887117,0.011199303039552638,-366.1256727647004,120346.87330679408
passability,0.5,1010,3815.8123000000005,3934.806129206789,0.008444655439515792,-374.0550464596267,121736.74956467957
passability,0.5,1011,8175.6374000000005,9373.39897728344,0.010741722444174035,-377.37213158627304,119805.73128821873
passability,0.5,1012,5632.3149,6312.180399347112,0.01104552912836874,-374.6774082012291,121331.65166183627
passability,0.5,1013,6667.3784,7672.316223431366,0.010127288354772883,-374.02471158233953,124425.80999707055
passability,0.5,1014,7052.1614,7683.012481407415,0.012139678060614823,-367.8172192738058,120292.37217596815
passability,0.5,1015,7608.753900000001,9276.568875603216,0.008717644447873015,-387.8941246225771,122303.22791153128
passability,0.5,1016,6347.2279,6958.534366031765,0.00918859863752154,-374.09527903877256,120027.17020829834
passability,0.5,1017,7499.1803,8175.068849990064,0.0116886546466731,-368.2513957595903,120202.94506852416
passability,0.5,1018,7832.534500000001,9316.772358568453,0.00865199501905757,-386.9361679844658,121047.83861616734
passability,0.5,1019,8791.591400000001,10070.447520304393,0.011688235150223783,-386.55174784098506,124938.50890196636
passability,0.5,1020,7864.2719,8690.541049990064,0.0115858906188044,-380.5905078709439,121269.11591402545
passability,0.5,1021,6996.930400000001,7916.273322871928,0.010107219774435341,-373.6498154681618,121855.46384271893
passability,0.5,1022,12223.9017,15505.701672259282,0.009242885362073551,-383.2578117676901,124842.08761995954
passability,0.5,1023,7804.965300000001,9219.731085238094,0.009934161137338606,-370.0763203910077,120784.83920036702
passability,0.5,1024,6314.4724,7318.990455866165,0.008070769245862818,-365.32686064345455,121489.08183483289
passability,0.5,1025,6050.9103000000005,6490.744758824493,0.011356662573855059,-372.9175105180807,118679.32988765532
passability,0.5,1026,11889.517999999998,14172.026959990066,0.011049610264433204,-378.6268636688064,127154.7754893724
passability,0.5,1027,10984.6361,12762.266621981798,0.01162481381796239,-369.20070195396636,124852.84351920431
passability,0.5,1028,5583.6858999999995,6013.829977741073,0.009588566952724408,-381.84184951737956,122480.27793630234
passability,0.5,1029,7611.7659,9484.978958849086,0.0074986486996349725,-394.72812288268346,125865.99871751
