algorithm,scenario,seed,total_cost,total_emission,service_level,total_reward,total_time,total_delivered,runtime
ClarkeWright,S4_SEVERE,1013,71903.64589999997,99040.25891168797,9.561972056945166e-05,-896.2439591996949,6398.0466012801035,618.2631470169823,1.175522804260254
GeneticAlgorithm,S4_SEVERE,1013,15388.547899999994,20831.239448616332,7.338697016118707e-05,-803.3908332733783,1074.583033216489,531.2718653258462,1.1990954875946045
MAPPO,S4_SEVERE,1014,21506.673099999985,28617.18668838912,0.00014712719304555045,-838.2956289993921,2082.2937602314523,1043.596918369705,0.8024163246154785
NearestNeighbor,S4_SEVERE,1014,53236.98959999999,72452.32097129487,0.00020171413207055341,-881.3609336544762,4373.3090709275775,1498.8269015889227,0.9635794162750244
ClarkeWright,S4_SEVERE,1014,71712.5525,99818.36723643926,6.510908590013393e-05,-941.8423010375824,6298.162017364766,359.5999989837874,0.9106636047363281
GeneticAlgorithm,S4_SEVERE,1014,11115.774399999993,14129.069942733018,2.026263177569693e-05,-848.3988773811901,845.6298759968631,107.59999952167273,0.9658248424530029
MAPPO,S4_SEVERE,1015,32511.951999999983,42163.78967359182,0.0001776378734387157,-838.8342845382398,2954.8290161853147,1281.560674159863,0.738511323928833
NearestNeighbor,S4_SEVERE,1015,55104.419499999996,74254.19562484582,0.00023402313580486245,-868.1387959725646,5073.7314807857465,1746.5561959241718,0.8370859622955322
ClarkeWright,S4_SEVERE,1015,71265.5852,95761.26039256161,0.00010042034878989572,-922.2185722572324,5995.801527506356,644.763146541775,0.800527811050415
GeneticAlgorithm,S4_SEVERE,1015,10744.464800000007,13068.241189862601,2.537712610131938e-05,-837.5953781626812,842.0124035690624,163.59999921545386,0.9643950462341309
MAPPO,S4_SEVERE,1016,3933.5150000000003,4820.732805465632,8.852549286817142e-05,-815.3604402350055,206.83400284095242,691.363754561366,0.7251219749450684
NearestNeighbor,S4_SEVERE,1016,52694.54740000002,71184.4273896894,0.00022140469933627123,-860.5137299512589,4366.849211324455,1660.985928291969,0.8239288330078125
ClarkeWright,S4_SEVERE,1016,69310.2013,95286.28471234153,9.226252077120081e-05,-926.8659465787434,6162.483071593953,585.1928777956924,0.7676401138305664
GeneticAlgorithm,S4_SEVERE,1016,20750.29460000005,22172.647051727992,5.017151621682379e-05,-850.0713952828995,1437.5099344716527,352.6631466459434,0.8757264614105225
MAPPO,S4_SEVERE,1017,21850.432200000032,27076.602000717805,0.0001667773681990261,-824.755802576229,1675.5797255388852,1281.797838134561,0.7047264575958252
NearestNeighbor,S4_SEVERE,1017,55428.7397,75129.61847135004,0.00019786305503465562,-876.3998926985122,4452.007314271788,1396.672654710058,0.9891631603240967
ClarkeWright,S4_SEVERE,1017,75412.8625,104991.92577854154,0.00010070921783682544,-935.8643218418043,6861.323516514248,618.4631465380497,0.8267738819122314
GeneticAlgorithm,S4_SEVERE,1017,3411.8246999999974,4766.515896696723,1.647575540803645e-05,-834.7608091949754,287.7877221399074,85.4999994546175,0.8988819122314453
MAPPO,S4_SEVERE,1018,20153.29760000002,27286.24165843389,0.00017169005543517287,-856.297766476489,1590.2230778147853,1199.5761149062066,0.6904900074005127
NearestNeighbor,S4_SEVERE,1018,52803.46,69384.27712381365,0.00024358136716157348,-899.3344306929713,4458.734439825557,1778.6561976676019,0.8423740863800049
ClarkeWright,S4_SEVERE,1018,68233.80229999998,94159.04141284102,8.797621106871682e-05,-962.0441978050078,6244.079438472681,525.2631463074076,0.8325901031494141
GeneticAlgorithm,S4_SEVERE,1018,7608.067800000004,9968.061134532254,4.956618908208089e-05,-861.7807169593749,529.0764885602631,374.96314649395157,0.9241621494293213
MAPPO,S4_SEVERE,1019,27501.050400000026,37516.78577103913,0.00017051034860791748,-869.7624171709288,2297.9962458875407,1375.1773384527608,0.7230703830718994
NearestNeighbor,S4_SEVERE,1019,53715.913699999976,69969.01789884834,0.00021654629266741778,-904.867458459846,4574.197103533938,1634.1980136734066,0.8470523357391357
ClarkeWright,S4_SEVERE,1019,72165.23499999999,98998.5506558982,9.424295486484718e-05,-964.165441246905,5942.611753813367,602.1631464148358,0.7958729267120361
GeneticAlgorithm,S4_SEVERE,1019,10001.513200000007,11778.647737121944,4.9043130335650954e-05,-870.8141523707922,611.7969684412506,362.70871798252864,0.9363343715667725
MAPPO,S4_SEVERE,1020,38290.53749999999,53078.98193166047,0.00016937078906741152,-902.496723161937,3625.3425273870034,1415.0027053360916,0.748053789138794
NearestNeighbor,S4_SEVERE,1020,49525.3585,67367.69686988748,0.00020868924244638845,-925.0944088473343,4577.505360314278,1794.5292927645248,0.8630619049072266
ClarkeWright,S4_SEVERE,1020,76049.67749999996,106844.66683885486,6.993418402680903e-05,-990.7140673470386,6763.853331326569,476.5999993432779,0.8742773532867432
GeneticAlgorithm,S4_SEVERE,1020,11188.930999999993,14681.326249539528,5.062838092860726e-05,-885.8892644015194,793.8860568498696,431.70871755561035,0.9726254940032959
MAPPO,S4_SEVERE,1021,7002.842700000001,8669.3071880893,0.00016479188615940336,-810.9924962171333,540.1804641243872,1250.4978388989905,0.7466189861297607
NearestNeighbor,S4_SEVERE,1021,55798.99109999998,76140.62257837877,0.00023173001731314986,-880.0836784477117,4959.733229581256,1639.8637509552104,0.8611643314361572
ClarkeWright,S4_SEVERE,1021,70888.81079999998,96966.14902763783,0.00011238533908391722,-943.9892863270785,6589.87747727548,700.8631466324392,0.8473682403564453
GeneticAlgorithm,S4_SEVERE,1021,17250.03440000001,15461.0104441668,5.594250666455157e-05,-849.1741201365418,1114.364715955515,415.86314545988967,0.9678359031677246
MAPPO,S4_SEVERE,1022,3191.5625,3699.802925465631,9.950473315368139e-05,-805.6237261920606,172.73420772975243,635.163754561366,0.8955237865447998
NearestNeighbor,S4_SEVERE,1022,52768.521400000005,72410.0567867182,0.00022871269389835547,-867.8504806597681,4904.525802994058,1698.0503100239218,0.9053130149841309
ClarkeWright,S4_SEVERE,1022,71097.94019999997,99616.12881545155,6.908206991136649e-05,-924.9520094246554,6544.603846308231,384.89999923822467,0.8971853256225586
GeneticAlgorithm,S4_SEVERE,1022,21048.8288,26062.173506194486,6.953943077704767e-05,-835.1865416992669,1421.4619206521531,525.9631454411846,1.0576074123382568
MAPPO,S4_SEVERE,1023,16911.76470000001,22264.906016433895,0.00016570070750098506,-819.8307090013565,1464.9941742251644,1229.6340816531801,0.8382930755615234
NearestNeighbor,S4_SEVERE,1023,54907.248799999994,73787.16164530022,0.00017386798358054125,-876.9674549728832,4634.155260798984,1243.8561976676017,1.0659079551696777
ClarkeWright,S4_SEVERE,1023,69081.22629999998,92249.55407736081,0.00010908296429525542,-930.0401446754037,6460.650484349807,704.3631467052687,0.9547991752624512
GeneticAlgorithm,S4_SEVERE,1023,12775.596400000019,15070.396149847398,2.8481598269479463e-05,-842.4750973217078,750.8153281375385,188.7999991506338,1.1452457904815674
MAPPO,S4_SEVERE,1024,5994.078999999998,7694.405625148636,0.00011812475981285369,-768.1773175595545,355.6129290008023,845.4891212740897,0.8646535873413086
NearestNeighbor,S4_SEVERE,1024,55049.303599999985,75749.37117546264,0.00018226846563725005,-837.613948554318,5198.615909687623,1304.6561976676019,1.46170973777771
ClarkeWright,S4_SEVERE,1024,69186.06509999996,91956.32538600244,7.138441295126501e-05,-882.5339918777651,5686.708594617319,399.39999894397334,1.849013090133667
GeneticAlgorithm,S4_SEVERE,1024,13386.828100000017,12354.538763293736,2.9296998135514015e-05,-797.7271641222075,800.6683983363085,193.09999916446395,2.347797393798828
MAPPO,S4_SEVERE,1025,34686.5542,48160.04583813474,0.00014668876165861415,-826.2933728898905,2630.8779802631707,1006.0761166429483,1.6848516464233398
NearestNeighbor,S4_SEVERE,1025,54366.966400000005,73890.33900466294,0.00016960552413900292,-849.443629830649,4273.012447740299,1191.8999968116173,2.2570888996124268
ClarkeWright,S4_SEVERE,1025,71979.31719999996,99331.69833422752,0.0001111049310191722,-903.7641611931845,6536.300188252899,717.5358047338153,1.8770744800567627
GeneticAlgorithm,S4_SEVERE,1025,8682.138599999997,12715.589477461832,6.047139211772284e-05,-807.2971261793122,584.3419070993115,444.2631463509004,1.6758997440338135
MAPPO,S4_SEVERE,1026,15500.289900000014,20611.18522699296,0.00013151706349083978,-836.5429985154686,1276.941402709753,1180.8969164474552,1.3529837131500244
NearestNeighbor,S4_SEVERE,1026,54304.786700000004,74827.96596056383,0.00016769948010470468,-897.4648970645919,4934.606854664558,1381.1561975679979,1.623659372329712
