tag,scenario,seed,reward_weights,capacity_scale,total_cost,total_emission,service_level,total_time,total_delivered,total_reward
rw_costHeavy,S2_MEDIUM,1000,"0.70,0.10,0.10,0.10",1.0,6320.9983999999995,7266.236488008851,0.00799726225839854,140.80301610099795,948.9907576516408,-385.5351738518608
rw_costHeavy,S2_MEDIUM,1001,"0.70,0.10,0.10,0.10",1.0,3951.0531999999994,4036.6846080088526,0.008440605646394954,78.03407472886275,948.9907576516408,-354.42242551708597
rw_costHeavy,S2_MEDIUM,1002,"0.70,0.10,0.10,0.10",1.0,5072.5244,5562.044608008852,0.008058127017542582,101.39206097422418,948.9907576516408,-368.1754364355434
rw_costHeavy,S2_MEDIUM,1003,"0.70,0.10,0.10,0.10",1.0,5488.6824,6130.108568008853,0.0080526860062613,113.87706703404274,948.9907576516408,-392.9547163511902
rw_costHeavy,S2_MEDIUM,1004,"0.70,0.10,0.10,0.10",1.0,8155.3063999999995,9505.909568629264,0.009540888350086653,174.07082326680387,1108.534471732653,-364.6662052741004
rw_costHeavy,S2_MEDIUM,1005,"0.70,0.10,0.10,0.10",1.0,3407.8923999999997,3289.788768008852,0.00826323577028649,65.93379682649135,948.9907576516407,-379.20721373720517
rw_costHeavy,S2_MEDIUM,1006,"0.70,0.10,0.10,0.10",1.0,4892.7972,5310.559168008852,0.008169776465027827,107.92067542906892,948.9907576516408,-394.9171672561931
rw_costHeavy,S2_MEDIUM,1007,"0.70,0.10,0.10,0.10",1.0,5042.4875999999995,4910.900336052979,0.011575235856594765,113.09952121930029,1264.8907552980022,-349.1400047997028
rw_costHeavy,S2_MEDIUM,1008,"0.70,0.10,0.10,0.10",1.0,8155.3063999999995,9505.909568629264,0.0093274481164934,166.02649815553409,1108.534471732653,-379.25669629771545
rw_costHeavy,S2_MEDIUM,1009,"0.70,0.10,0.10,0.10",1.0,5488.6824,6130.108568008851,0.008128015009108097,119.65732350995201,948.9907576516407,-379.316449112892
rw_costHeavy,S2_MEDIUM,1010,"0.70,0.10,0.10,0.10",1.0,6879.482099999999,7126.02856448471,0.010412734669946858,145.26199405209576,1238.4220379132425,-374.90279921191944
rw_costHeavy,S2_MEDIUM,1011,"0.70,0.10,0.10,0.10",1.0,6317.7354,7179.703578887117,0.009631434920668461,132.74625596773774,1124.7106691402341,-381.15640384675794
rw_costHeavy,S2_MEDIUM,1012,"0.70,0.10,0.10,0.10",1.0,5115.1413,5543.346178008852,0.00806204464489647,96.74716363724741,948.9907576516408,-389.5912302368829
rw_costHeavy,S2_MEDIUM,1013,"0.70,0.10,0.10,0.10",1.0,5405.5066,6053.482778887117,0.009273808256121523,115.40363326086197,1124.7106691402341,-380.647307409014
rw_costHeavy,S2_MEDIUM,1014,"0.70,0.10,0.10,0.10",1.0,5904.8404,6698.172528008851,0.008131697586824438,128.2940852051083,948.9907576516408,-380.49023727210783
rw_costHeavy,S2_MEDIUM,1015,"0.70,0.10,0.10,0.10",1.0,6519.1629,6802.446978092569,0.011225480283171486,141.14906040761633,1343.7220386036965,-376.6492437730799
rw_costHeavy,S2_MEDIUM,1016,"0.70,0.10,0.10,0.10",1.0,4240.2083999999995,4425.916688008852,0.008149664703747605,79.73938083355593,948.9907576516408,-379.46357635031643
rw_costHeavy,S2_MEDIUM,1017,"0.70,0.10,0.10,0.10",1.0,7453.744000000001,8766.229088008851,0.008137747307100932,173.853863602731,948.9907576516407,-383.0810105316291
rw_costHeavy,S2_MEDIUM,1018,"0.70,0.10,0.10,0.10",1.0,3385.8044,3206.001213495309,0.0069896167494945425,70.71484555886818,782.5312809520557,-396.9034010470193
rw_costHeavy,S2_MEDIUM,1019,"0.70,0.10,0.10,0.10",1.0,5488.6824,6130.108568008851,0.007829300998820343,109.0589785153776,948.9907576516407,-397.6323302368668
rw_costHeavy,S2_MEDIUM,1020,"0.70,0.10,0.10,0.10",1.0,7679.370799999998,8543.180416052977,0.010671152176130549,157.6500680568597,1264.8907552980022,-381.2849746372816
rw_costHeavy,S2_MEDIUM,1021,"0.70,0.10,0.10,0.10",1.0,4656.366399999999,4993.980648008852,0.008027388856354534,91.66484089716042,948.9907576516408,-379.63767379045703
rw_costHeavy,S2_MEDIUM,1022,"0.70,0.10,0.10,0.10",1.0,5161.0616,5674.191728008852,0.007835347927815312,99.04980074920607,948.9907576516408,-380.60105561870444
rw_costHeavy,S2_MEDIUM,1023,"0.70,0.10,0.10,0.10",1.0,6737.1564,7834.300448008851,0.008098542822200672,133.34051937227176,948.9907576516408,-383.40741357343984
rw_costHeavy,S2_MEDIUM,1024,"0.70,0.10,0.10,0.10",1.0,5488.6824,6130.108568008853,0.008051597540812637,107.12154723578159,948.9907576516408,-370.65301926217944
rw_costHeavy,S2_MEDIUM,1025,"0.70,0.10,0.10,0.10",1.0,6737.1564,7834.300448008851,0.008242220388863892,148.96318372209046,948.9907576516408,-388.39236950497843
rw_costHeavy,S2_MEDIUM,1026,"0.70,0.10,0.10,0.10",1.0,6725.359399999999,8041.662899230092,0.007692838816099577,150.4387631690791,875.5107104782799,-389.93913027406217
rw_costHeavy,S2_MEDIUM,1027,"0.70,0.10,0.10,0.10",1.0,5444.2609999999995,5144.819985777039,0.009387701211042963,108.18513684878734,1003.234471732653,-377.2632654082353
rw_costHeavy,S2_MEDIUM,1028,"0.70,0.10,0.10,0.10",1.0,5072.5244,5562.044608008852,0.007986438380271292,111.6525284034242,948.9907576516408,-390.344757513754
rw_costHeavy,S2_MEDIUM,1029,"0.70,0.10,0.10,0.10",1.0,9041.571199999998,10656.330762277295,0.008202571918848807,175.03805924335913,1003.234471732653,-396.8647467210309
