variant,scenario,mask_mode,corrupt_prob,seed,total_cost,total_emission,service_level,total_reward,invalid_action_count
hard_corrupt20,S2_MEDIUM,hard,0.2,1000,9198.4579,10187.211425135076,0.011826168212717283,-371.0172034424041,73
hard_corrupt20,S2_MEDIUM,hard,0.2,1001,7283.1772,8141.660108522018,0.011258266491887907,-347.87653223171793,59
hard_corrupt20,S2_MEDIUM,hard,0.2,1002,9616.414599999998,11545.057325026977,0.009903339995656702,-363.01529641837675,53
hard_corrupt20,S2_MEDIUM,hard,0.2,1003,7270.9532,7908.738500641657,0.012016706409385612,-379.7144955722311,69
hard_corrupt20,S2_MEDIUM,hard,0.2,1004,5133.694199999999,5282.993985779031,0.008502504899608163,-363.4335215188428,67
hard_corrupt20,S2_MEDIUM,hard,0.2,1005,7831.5328,9437.265794776771,0.0074471035756510295,-379.7152069552549,77
hard_corrupt20,S2_MEDIUM,hard,0.2,1006,7242.9161,7516.003577322787,0.012331074420525712,-380.7336757798667,85
hard_corrupt20,S2_MEDIUM,hard,0.2,1007,5846.409699999999,5969.702667152074,0.012220499132315507,-352.1070940722626,69
hard_corrupt20,S2_MEDIUM,hard,0.2,1008,6309.7353,6582.758545176714,0.010073356641327032,-373.5017738785316,62
hard_corrupt20,S2_MEDIUM,hard,0.2,1009,6377.973000000001,6597.7972540024175,0.011237226077419797,-364.5421788702611,62
hard_corrupt20,S2_MEDIUM,hard,0.2,1010,4771.153899999999,4777.617302773664,0.00891973707477626,-374.1278111798888,122
hard_corrupt20,S2_MEDIUM,hard,0.2,1011,8302.0089,9467.0307557344,0.010741725243177548,-377.0818620056884,64
hard_corrupt20,S2_MEDIUM,hard,0.2,1012,7457.169500000001,8155.311056319813,0.011129135999014257,-375.7324092228864,74
hard_corrupt20,S2_MEDIUM,hard,0.2,1013,7088.094000000001,7657.237421131454,0.01103286634729882,-368.2807738107095,77
hard_corrupt20,S2_MEDIUM,hard,0.2,1014,7369.2601,8067.327316273451,0.011973493301714475,-367.34607462232356,77
hard_corrupt20,S2_MEDIUM,hard,0.2,1015,8250.1932,9642.490538455464,0.009248312878481086,-386.0763392520611,62
hard_corrupt20,S2_MEDIUM,hard,0.2,1016,6692.8314,7274.615442909584,0.009431793663349943,-374.1449414909749,68
hard_corrupt20,S2_MEDIUM,hard,0.2,1017,7619.791899999999,8174.257927758465,0.011745187392823717,-367.56929241947506,50
hard_corrupt20,S2_MEDIUM,hard,0.2,1018,7847.8134,8578.726392548278,0.01097796309744993,-381.2821195761431,71
hard_corrupt20,S2_MEDIUM,hard,0.2,1019,9012.8112,10203.198592809746,0.012562931802518815,-381.60339920345035,67
hard_corrupt20,S2_MEDIUM,hard,0.2,1020,8301.352499999999,9223.5281169735,0.011710405028171602,-379.9334010802096,77
hard_corrupt20,S2_MEDIUM,hard,0.2,1021,7832.4388,8644.14487977297,0.011332443038072534,-369.8260705188781,45
hard_corrupt20,S2_MEDIUM,hard,0.2,1022,11563.879500000003,13796.189238798877,0.01027899675660735,-374.8687372572029,68
hard_corrupt20,S2_MEDIUM,hard,0.2,1023,9103.393399999999,9895.613268762032,0.014648103761442186,-355.2692576315838,63
hard_corrupt20,S2_MEDIUM,hard,0.2,1024,6507.9532,7030.680968319252,0.009552283768521548,-359.9544364202022,75
hard_corrupt20,S2_MEDIUM,hard,0.2,1025,6255.553600000001,6263.824732770895,0.011830117291612175,-372.0132988029361,66
hard_corrupt20,S2_MEDIUM,hard,0.2,1026,9881.798699999998,11361.074009348613,0.011415091558819548,-373.4205582869616,78
hard_corrupt20,S2_MEDIUM,hard,0.2,1027,11468.429000000002,13123.663252529512,0.011099625306199908,-371.11466273139143,67
hard_corrupt20,S2_MEDIUM,hard,0.2,1028,6264.6079,6571.133513380909,0.010056397139652873,-379.6713549697145,76
hard_corrupt20,S2_MEDIUM,hard,0.2,1029,7937.750400000001,9436.846079864683,0.008606635429244483,-391.04089302527996,118
