tag,scenario,seed,reward_weights,capacity_scale,total_cost,total_emission,service_level,total_time,total_delivered,total_reward
cap_x6,S2_MEDIUM,1000,"0.25,0.25,0.25,0.25",6.0,1816.1784,6490.524419582439,0.020022006872987226,39.740477301007786,1359.5913855392155,-358.6224568243677
cap_x6,S2_MEDIUM,1001,"0.25,0.25,0.25,0.25",6.0,1635.6645000000003,5036.1807958035415,0.01859100646130087,31.36667240011316,1065.1199107786458,-348.71651169027194
cap_x6,S2_MEDIUM,1002,"0.25,0.25,0.25,0.25",6.0,2252.6632,7320.156351825576,0.021103755022054145,51.427872606254205,1223.207844404685,-340.50297814441274
cap_x6,S2_MEDIUM,1003,"0.25,0.25,0.25,0.25",6.0,1562.3032,3397.087144093105,0.01757434407436718,29.09031951951952,1045.4106694234956,-376.3634592186415
cap_x6,S2_MEDIUM,1004,"0.25,0.25,0.25,0.25",6.0,1879.0513999999998,6157.589294470454,0.019510809086757907,35.8139853145483,988.0202775336413,-347.4942438620533
cap_x6,S2_MEDIUM,1005,"0.25,0.25,0.25,0.25",6.0,1944.1314,7530.4400982873385,0.020687900188081358,37.174038888888894,1359.5913855392155,-373.10837609898704
cap_x6,S2_MEDIUM,1006,"0.25,0.25,0.25,0.25",6.0,1984.5754000000004,5542.829287867853,0.01782872175594145,42.318193511746514,796.0714747605698,-379.23904392595495
cap_x6,S2_MEDIUM,1007,"0.25,0.25,0.25,0.25",6.0,1816.2838,6295.708691293893,0.021905536769096217,35.26500727042833,1472.3913855392157,-351.8517852562454
cap_x6,S2_MEDIUM,1008,"0.25,0.25,0.25,0.25",6.0,1879.0513999999998,6157.589294470454,0.01907433069113673,35.359100587931756,988.0202775336413,-361.85004352215833
cap_x6,S2_MEDIUM,1009,"0.25,0.25,0.25,0.25",6.0,1907.3331,6000.470519582439,0.020349360455457686,36.07447065036881,1359.5913855392155,-353.099523018172
cap_x6,S2_MEDIUM,1010,"0.25,0.25,0.25,0.25",6.0,1494.1465,4045.2140677597713,0.012345178863112987,26.529200000000003,955.6151888415819,-386.8357578132339
cap_x6,S2_MEDIUM,1011,"0.25,0.25,0.25,0.25",6.0,1562.3032,3397.087144093105,0.01781886648432072,28.752974503827136,1045.4106694234956,-370.01311584357074
cap_x6,S2_MEDIUM,1012,"0.25,0.25,0.25,0.25",6.0,3087.7419,12356.496889903978,0.02010544751870452,58.95060985520319,1350.036654289542,-381.83154334295097
cap_x6,S2_MEDIUM,1013,"0.25,0.25,0.25,0.25",6.0,2419.7146000000002,6750.011121199077,0.0196054847034804,49.60182668113914,1350.036654289542,-368.33589904299754
cap_x6,S2_MEDIUM,1014,"0.25,0.25,0.25,0.25",6.0,1665.1961000000001,5611.637209582439,0.020358580180839754,32.849824443918315,1359.5913855392157,-354.9221041313489
cap_x6,S2_MEDIUM,1015,"0.25,0.25,0.25,0.25",6.0,1442.3218,3363.740734093105,0.016517980466658665,27.179063963963966,930.8106694234956,-378.72998981621816
cap_x6,S2_MEDIUM,1016,"0.25,0.25,0.25,0.25",6.0,1517.0616,4808.5331853367725,0.01795018929775827,28.41254352773827,1065.1199107786458,-373.66128371943165
cap_x6,S2_MEDIUM,1017,"0.25,0.25,0.25,0.25",6.0,1445.3268,4912.253221714586,0.015657773014106646,25.861967243283033,792.7199107786458,-369.41075781346194
cap_x6,S2_MEDIUM,1018,"0.25,0.25,0.25,0.25",6.0,1742.0067000000001,5729.668910417744,0.02023152108482441,34.777285376001274,1484.9913850908283,-386.01803231381314
cap_x6,S2_MEDIUM,1019,"0.25,0.25,0.25,0.25",6.0,1900.3212,6894.487769582439,0.01960149778002138,37.14134601541566,1359.5913855392155,-371.77854268854963
cap_x6,S2_MEDIUM,1020,"0.25,0.25,0.25,0.25",6.0,1325.3454,5046.222811714586,0.01363010208926491,23.719500000000004,563.5199107786458,-388.0338276105006
cap_x6,S2_MEDIUM,1021,"0.25,0.25,0.25,0.25",6.0,1442.3218,3363.740734093105,0.016578676623318005,25.671100000000003,930.8106694234956,-365.5582953259119
cap_x6,S2_MEDIUM,1022,"0.25,0.25,0.25,0.25",6.0,1424.5676,5112.361395336772,0.015075928848490894,27.713189665945684,792.7199107786458,-376.29353066533844
cap_x6,S2_MEDIUM,1023,"0.25,0.25,0.25,0.25",6.0,1442.3218,3363.740734093105,0.016725628331841692,26.631500000000003,930.8106694234956,-365.76381987796964
cap_x6,S2_MEDIUM,1024,"0.25,0.25,0.25,0.25",6.0,1749.397,3682.854404470454,0.019150790021058916,35.728911022416575,988.0202775336413,-353.73085399084516
cap_x6,S2_MEDIUM,1025,"0.25,0.25,0.25,0.25",6.0,1749.397,3682.854404470454,0.019604188015416198,33.174566508613886,988.0202775336413,-367.2974460255479
cap_x6,S2_MEDIUM,1026,"0.25,0.25,0.25,0.25",6.0,1325.3454,5046.222811714586,0.012999200574504963,25.628175000000002,563.5199107786458,-382.19548927584134
cap_x6,S2_MEDIUM,1027,"0.25,0.25,0.25,0.25",6.0,1325.3454,5046.222811714586,0.013238868707223567,25.79263591307067,563.5199107786459,-379.0039032139844
cap_x6,S2_MEDIUM,1028,"0.25,0.25,0.25,0.25",6.0,1749.397,3682.854404470454,0.01899580843353511,33.197032132132136,988.0202775336413,-373.40230803125945
cap_x6,S2_MEDIUM,1029,"0.25,0.25,0.25,0.25",6.0,1294.6344,2906.7143363593927,0.017776693057408772,26.271027227274324,1125.6907577136649,-371.09628827944965
